Date,Customer_ID,Product_ID,Quantity,Unit_Price,Sales_Revenue,Product_Description,Product_Category,Product_Line,Raw_Material,Region,Latitude,Longitude
20240529,70,361,2,16.99,33.98,Polo Shirts,Sports,Leathers,Cashmere,Truro,20.4129195,-125.880997
20230815,62,395,3,90.64,271.92,Polo Shirts,Sports,Shoes,Leather,Wakefield,-11.448385,-80.177250
20231116,6,268,7,51.68,361.76,Coats,Womenswear,Shoes,Cashmere,Wells,40.560493,21.697416
20231230,98,399,10,28.98,289.8,Shorts,Womenswear,Tops,Polyester,Wells,-4.0522315,-93.832178
20240607,91,306,3,15.65,46.95,Pyjamas,Womenswear,Leathers,Fabrics,Worcester,54.723947,88.914641
20231118,89,262,6,17.5,105.0,Dress,Accessories,Tops,Fabrics,Truro,28.210579,-15.548049
20240524,31,298,6,20.46,122.76,Formal Shirts,Womenswear,Tops,Wool,Wells,87.997362,-27.905540
20231022,9,240,10,36.0,360.0,Underwear,Womenswear,Shoes,Fabrics,Worcester,85.660904,-131.308677
20231011,95,378,1,27.54,27.54,Knitwear,Menswear,Leathers,Polyester,York,-81.748728,150.517350
20231122,73,389,7,48.24,337.68,Casual Shirts,Menswear,Leathers,Fabrics,Wells,-80.047862,14.599411
20231109,2,360,8,22.24,177.92,Casual Shirts,Accessories,Trousers,Wool,Worcester,-73.3675565,-109.207349
20231031,13,362,5,69.98,349.9,Knitwear,Accessories,Tops,Fabrics,Wells,44.203900,-14.875599
20230918,57,275,10,60.41,604.1,Underwear,Sports,Tops,Wool,York,-72.288844,178.073235
20240407,8,272,8,26.65,213.2,Sweats,Sports,Tops,Leather,Truro,69.8435015,-142.615329
20240128,86,356,8,85.09,680.72,GolfShoes,Menswear,Shoes,Wool,Wells,-30.847937,-20.279416
20240403,55,302,7,81.94,573.58,Formal Shirts,Menswear,Leathers,Wool,Truro,56.155749,96.695066
20231219,53,246,10,58.42,584.2,Cycling Jerseys,Womenswear,Shoes,Wool,Truro,-21.6539165,-17.075333
20240604,1,385,3,42.92,128.76,GolfShoes,Accessories,Tops,Cashmere,Wakefield,24.705056,-24.465816
20240611,43,208,1,20.82,20.82,Polo Shirts,Accessories,Leathers,Cashmere,Winchester,84.8519445,148.467698
20240318,93,219,7,32.25,225.75,Knitwear,Sports,Trousers,Cotton,Truro,65.331400,166.153220
20231015,83,380,1,96.76,96.76,Casual Shirts,Menswear,Shoes,Cashmere,Wakefield,61.9017565,139.331600
20231221,69,282,1,63.4,63.4,Suits,Accessories,Tops,Wool,York,-32.9485925,-128.378873
20231222,70,215,6,66.62,399.72,Knitwear,Sports,Tops,Leather,Truro,-66.480278,17.842473
20240504,81,387,6,68.79,412.74,Formal Shirts,Womenswear,Tops,Leather,Wells,20.483532,86.821263
20231010,81,338,4,58.3,233.2,Pyjamas,Sports,Shoes,Cashmere,York,21.884638,-68.142222
20240530,84,315,4,79.17,316.68,Coats,Accessories,Shoes,Wool,Wakefield,-47.0450495,-118.903678
20240507,3,238,7,57.81,404.67,Knitwear,Menswear,Leathers,Leather,Winchester,-65.3812085,109.583628
20240308,79,386,9,14.87,133.83,GolfShoes,Sports,Shoes,Cashmere,Worcester,-31.046616,-42.427446
20240314,10,397,10,71.53,715.3,Polo Shirts,Sports,Shoes,Fabrics,Winchester,8.826883,44.855716
20240526,1,356,1,29.4,29.4,Formal Shirts,Menswear,Trousers,Fabrics,York,52.545782,-42.738003
20230811,57,342,5,84.08,420.4,Pyjamas,Womenswear,Trousers,Polyester,Winchester,-41.9474595,-56.093259
20231103,79,226,7,86.84,607.88,Pants,Menswear,Leathers,Cotton,Winchester,-45.246207,-44.586904
20230614,83,270,8,63.74,509.92,Pyjamas,Menswear,Leathers,Cashmere,Truro,87.6521885,-179.364433
20240226,2,386,1,30.73,30.73,Dress,Menswear,Tops,Cotton,Wakefield,-42.000334,-53.215676
20230902,95,301,10,95.31,953.1,Dress,Sports,Trousers,Cashmere,Winchester,12.649457,-147.248233
20240205,63,244,9,68.95,620.55,Tshirts,Menswear,Tops,Fabrics,Truro,-9.7734465,96.531820
20230909,9,204,9,20.83,187.47,Belts,Menswear,Tops,Fabrics,Wells,28.2192125,165.869777
20230922,34,273,5,23.89,119.45,Shorts,Menswear,Shoes,Cashmere,Winchester,-37.3816985,117.444343
20240505,39,280,7,52.13,364.91,Knitwear,Accessories,Leathers,Polyester,Wells,58.906758,63.009782
20240115,63,219,6,25.94,155.64,Dress,Sports,Tops,Fabrics,Truro,49.173286,-94.673589
20240330,51,337,3,36.24,108.72,Knitwear,Accessories,Leathers,Cashmere,Truro,-69.3582905,128.568650
20230801,77,301,7,59.65,417.55,Jeans,Menswear,Trousers,Cotton,Winchester,23.1009555,-121.356690
20240313,21,225,10,13.56,135.6,Shorts,Womenswear,Leathers,Fabrics,Wells,70.841175,162.221617
20231122,16,366,5,77.35,386.75,Polo Shirts,Womenswear,Leathers,Wool,Worcester,-54.591441,-39.515938
20240523,94,367,8,73.2,585.6,Formal Shirts,Womenswear,Leathers,Polyester,Winchester,61.0248165,-24.880423
20240226,95,400,7,60.82,425.74,Casual Shirts,Sports,Leathers,Cotton,York,-71.617417,-71.019637
20240111,66,367,4,92.86,371.44,Suits,Womenswear,Trousers,Cotton,Wakefield,50.6327835,-63.288752
20240402,97,341,4,10.32,41.28,Knitwear,Accessories,Leathers,Cotton,Worcester,-70.714450,-99.837843
20230710,75,200,7,17.68,123.76,Knitwear,Menswear,Trousers,Fabrics,Winchester,-50.8486215,-69.591324
20230705,16,215,1,89.42,89.42,Belts,Sports,Shoes,Cotton,Truro,86.913786,142.989947
20240502,31,219,7,28.49,199.43,Knitwear,Sports,Leathers,Wool,Truro,20.4813825,131.694745
20240521,65,319,7,21.34,149.38,Ties,Menswear,Tops,Wool,Truro,53.293236,146.894611
20231222,29,237,5,69.35,346.75,GolfShoes,Womenswear,Leathers,Cashmere,Wells,48.513204,-177.077774
20240501,32,360,7,86.37,604.59,Polo Shirts,Sports,Trousers,Wool,Winchester,45.8919575,-8.911588
20230718,10,247,3,14.79,44.37,Pyjamas,Menswear,Tops,Cotton,Winchester,64.3555705,14.532402
20230812,20,229,1,28.59,28.59,Shorts,Womenswear,Shoes,Leather,Winchester,-59.871768,-92.428067
20240109,48,257,4,11.89,47.56,Formal Shirts,Womenswear,Tops,Polyester,Truro,84.6071675,150.956341
20230804,18,215,8,44.55,356.4,Pyjamas,Menswear,Leathers,Fabrics,York,26.271100,39.007018
20231112,3,380,1,32.48,32.48,Jeans,Womenswear,Tops,Wool,York,76.9212745,-20.194957
20240424,26,395,9,91.34,822.06,Casual Shirts,Accessories,Trousers,Fabrics,Wakefield,17.403509,-35.054976
20240120,83,366,10,47.43,474.3,Pyjamas,Womenswear,Tops,Cashmere,York,60.542033,-114.511708
20230917,80,357,1,68.19,68.19,Ties,Womenswear,Trousers,Leather,York,64.9315705,-110.718358
20240129,49,365,9,80.94,728.46,Pants,Womenswear,Trousers,Leather,Winchester,40.000313,147.553623
20230618,58,274,2,52.72,105.44,Pyjamas,Accessories,Shoes,Leather,York,-71.310167,-21.075757
20231127,52,391,8,81.96,655.68,Cycling Jerseys,Womenswear,Tops,Fabrics,York,35.729447,-66.083758
20230921,96,400,7,85.57,598.99,Knitwear,Sports,Trousers,Wool,Truro,-68.007432,-108.627161
20240527,84,364,1,72.42,72.42,Sweats,Womenswear,Leathers,Fabrics,Worcester,5.2878885,-47.766008
20240611,59,388,8,27.72,221.76,Coats,Accessories,Trousers,Fabrics,Wakefield,-33.4739165,-36.722052
20240329,3,295,10,85.38,853.8,Shorts,Womenswear,Tops,Cashmere,Wells,-84.6046665,-162.855881
20230912,36,210,10,94.77,947.7,Polo Shirts,Womenswear,Leathers,Fabrics,Winchester,-85.9476985,-145.774294
20240424,86,293,2,41.22,82.44,Shorts,Sports,Tops,Leather,Wakefield,89.2073715,55.806803
20240531,45,305,7,87.71,613.97,Ties,Womenswear,Leathers,Cashmere,Wells,9.0145715,167.268342
20240118,52,325,1,20.43,20.43,Pyjamas,Sports,Tops,Leather,Wakefield,67.778187,-158.929302
20230721,28,274,9,73.09,657.81,Formal Shirts,Sports,Shoes,Fabrics,Wakefield,24.2926325,-58.822741
20240519,20,385,1,80.81,80.81,Suits,Menswear,Trousers,Cotton,Wakefield,-89.3026195,141.499705
20230924,3,283,5,73.31,366.55,Knitwear,Sports,Leathers,Polyester,Winchester,57.720531,-80.870624
20240328,82,279,4,89.38,357.52,Jeans,Menswear,Tops,Fabrics,Winchester,87.377848,-35.451586
20230829,9,338,7,41.4,289.8,Pyjamas,Accessories,Leathers,Wool,Wakefield,-72.731188,-38.133112
20240407,32,274,10,53.74,537.4,Dress,Accessories,Tops,Wool,Wells,-70.5655295,-135.202774
20240429,48,258,10,30.19,301.9,Shorts,Womenswear,Tops,Polyester,York,32.0994535,67.937288
20240125,56,218,2,61.75,123.5,Sweats,Sports,Trousers,Wool,Truro,-36.6194415,-174.403835
20240215,35,230,3,86.05,258.15,Pants,Sports,Trousers,Wool,Wells,-73.1733495,126.334098
20240602,83,324,7,78.76,551.32,Underwear,Menswear,Tops,Polyester,Winchester,-66.738809,-96.604719
20230930,1,295,9,64.43,579.87,Casual Shirts,Sports,Leathers,Cashmere,Truro,36.3652815,-128.691778
20240604,2,206,4,58.33,233.32,Pyjamas,Sports,Shoes,Fabrics,Wakefield,-21.710588,-149.551443
20240104,63,276,7,56.38,394.66,Shorts,Womenswear,Tops,Cotton,Wells,-57.056467,-12.129062
20231112,41,351,4,69.26,277.04,Pants,Womenswear,Shoes,Leather,York,-27.7834695,-58.854543
20240216,18,205,7,39.86,279.02,Casual Shirts,Menswear,Tops,Cashmere,York,53.7400145,-20.056393
20230626,56,353,4,90.93,363.72,Polo Shirts,Womenswear,Tops,Fabrics,Truro,-4.0028335,79.495117
20230907,45,346,2,31.25,62.5,Formal Shirts,Menswear,Leathers,Leather,Truro,-52.059235,-112.296489
20230804,85,388,10,55.08,550.8,Knitwear,Womenswear,Shoes,Leather,York,2.4114005,-55.694452
20240513,63,396,4,16.92,67.68,Formal Shirts,Accessories,Trousers,Cashmere,Wells,-49.193499,-76.378670
20230814,36,287,5,58.29,291.45,Jeans,Womenswear,Trousers,Cashmere,Worcester,14.511182,100.116140
20231124,33,346,2,83.21,166.42,Casual Shirts,Accessories,Trousers,Wool,Wells,-65.165243,-38.974431
20230820,2,208,7,78.43,549.01,GolfShoes,Accessories,Shoes,Fabrics,Truro,-81.402407,66.234369
20231016,35,366,8,30.58,244.64,Formal Shirts,Accessories,Leathers,Cotton,Worcester,-44.608864,103.245875
20240429,81,326,10,47.09,470.9,Coats,Menswear,Leathers,Wool,Worcester,26.553967,-26.353977
20240323,7,303,3,45.15,135.45,Suits,Womenswear,Trousers,Fabrics,Wakefield,-80.696023,-49.159986
20231018,50,289,10,30.09,300.9,Sweats,Menswear,Leathers,Polyester,York,-85.3238665,-15.744868
20230916,2,259,10,58.35,583.5,Casual Shirts,Accessories,Shoes,Polyester,Truro,-50.9690715,72.963839
20230730,22,287,10,90.91,909.1,Belts,Menswear,Leathers,Wool,York,69.6331385,-142.060798
20240402,61,306,3,74.7,224.1,Polo Shirts,Accessories,Shoes,Cotton,York,46.7419105,-91.993373
20240103,46,366,2,86.55,173.1,Sweats,Sports,Trousers,Cashmere,Truro,-65.5091075,138.091759
20231217,86,333,8,74.94,599.52,Cycling Jerseys,Sports,Trousers,Leather,Worcester,44.9451155,57.400661
20231021,41,229,3,92.47,277.41,Cycling Jerseys,Sports,Tops,Wool,York,68.1667065,-108.893011
20231214,70,320,10,94.04,940.4,Formal Shirts,Sports,Trousers,Cashmere,York,31.877860,135.049013
20231031,52,244,5,87.09,435.45,Sweats,Sports,Trousers,Fabrics,Truro,-5.8303705,159.426884
20240325,87,202,1,20.02,20.02,Pyjamas,Sports,Shoes,Fabrics,Wakefield,21.492381,26.083993
20230813,47,269,10,78.33,783.3,Suits,Womenswear,Trousers,Wool,Winchester,8.8464365,-79.091350
20240329,39,344,1,36.33,36.33,Formal Shirts,Sports,Shoes,Cashmere,York,-77.0248785,-158.558656
20231130,63,249,6,59.88,359.28,Formal Shirts,Womenswear,Trousers,Polyester,Wells,-2.3231135,-12.607290
20240530,63,323,2,44.66,89.32,Tshirts,Womenswear,Trousers,Fabrics,Wells,-40.9786855,50.759722
20230705,70,386,8,71.84,574.72,Formal Shirts,Menswear,Shoes,Fabrics,Truro,-34.4294635,-153.060516
20240129,73,220,9,87.06,783.54,Ties,Sports,Trousers,Wool,Worcester,24.3031045,-54.468571
20230823,28,352,9,88.26,794.34,Knitwear,Womenswear,Tops,Leather,York,-71.054711,-151.107261
20240225,45,344,5,98.4,492.0,Pants,Womenswear,Leathers,Polyester,York,-38.139057,2.211584
20240514,95,392,5,36.61,183.05,GolfShoes,Sports,Leathers,Polyester,Wakefield,7.706045,-99.016218
20240210,77,229,1,52.76,52.76,Dress,Menswear,Tops,Polyester,Wakefield,73.7321875,135.581981
20230718,78,219,5,85.68,428.4,Polo Shirts,Accessories,Tops,Cotton,Wakefield,78.769419,-153.108327
20230824,44,239,8,70.75,566.0,Shorts,Womenswear,Shoes,Wool,Worcester,19.112856,64.713190
20230716,48,368,8,30.39,243.12,Shorts,Menswear,Trousers,Wool,Worcester,-66.9832375,166.356417
20240308,16,343,1,66.18,66.18,Formal Shirts,Sports,Shoes,Polyester,Truro,-40.111651,-65.217864
20231006,79,287,10,12.29,122.9,Pyjamas,Accessories,Tops,Wool,York,-61.229887,-98.442827
20240416,86,321,5,71.55,357.75,Coats,Womenswear,Trousers,Cotton,Wakefield,-66.043814,-4.301337
20230903,41,209,10,34.97,349.7,Suits,Womenswear,Shoes,Fabrics,York,-44.767350,-110.758843
20240108,12,301,7,81.36,569.52,Jeans,Womenswear,Tops,Cotton,Worcester,-81.537686,145.393659
20230729,26,246,4,25.4,101.6,Formal Shirts,Menswear,Trousers,Cashmere,Wells,86.852087,-26.841360
20240206,89,377,6,43.55,261.3,Formal Shirts,Sports,Trousers,Wool,Wakefield,56.0165355,69.025136
20240112,12,220,7,28.45,199.15,Shorts,Sports,Leathers,Wool,Worcester,-29.7541035,-154.918456
20240117,25,379,6,21.21,127.26,Pyjamas,Accessories,Leathers,Cashmere,Worcester,-56.736789,-103.002645
20240106,29,279,8,90.26,722.08,Casual Shirts,Sports,Tops,Cashmere,Winchester,-71.645336,89.411970
20230929,31,222,2,63.4,126.8,Formal Shirts,Sports,Shoes,Cashmere,Winchester,72.812984,135.953490
20230712,90,242,7,37.1,259.7,Casual Shirts,Accessories,Leathers,Fabrics,York,18.216316,-64.208083
20240524,54,221,10,67.05,670.5,Pants,Accessories,Trousers,Leather,Wells,38.6492005,92.015014
20240304,97,375,9,14.69,132.21,Casual Shirts,Womenswear,Tops,Cotton,Wakefield,-83.576171,77.639869
20240430,83,385,5,92.39,461.95,Pants,Accessories,Tops,Wool,Worcester,30.381225,151.254978
20240118,20,233,10,95.71,957.1,Formal Shirts,Sports,Tops,Leather,York,38.761251,136.954229
20240104,51,293,6,23.77,142.62,Pants,Sports,Leathers,Leather,York,56.7409875,107.012640
20240428,82,295,8,50.16,401.28,Sweats,Accessories,Trousers,Fabrics,Truro,36.1641815,127.699073
20230831,52,301,1,40.06,40.06,Ties,Menswear,Trousers,Cotton,Wells,61.7800125,-137.184631
20231023,39,293,7,29.27,204.89,Polo Shirts,Sports,Shoes,Fabrics,Winchester,-79.7760625,-74.715088
20231007,27,348,1,51.69,51.69,Pants,Sports,Leathers,Cashmere,Truro,69.648830,62.697343
20231029,54,357,5,13.97,69.85,Polo Shirts,Sports,Tops,Cotton,Winchester,49.7832775,-29.495744
20230813,60,282,7,14.71,102.97,Casual Shirts,Menswear,Tops,Leather,Worcester,75.680323,103.978057
20240519,32,264,7,72.42,506.94,Shorts,Accessories,Leathers,Cotton,Wells,4.3990275,163.201705
20240509,20,285,1,41.43,41.43,Knitwear,Accessories,Shoes,Leather,Wakefield,11.841600,51.378261
20231010,72,270,3,76.05,228.15,Jeans,Accessories,Shoes,Wool,York,47.6894225,-15.740030
20240601,82,304,7,19.33,135.31,Formal Shirts,Womenswear,Tops,Cashmere,Winchester,-58.224484,139.317206
20240611,35,322,1,44.12,44.12,Suits,Accessories,Tops,Cotton,Wells,-65.430807,147.089525
20240207,10,296,3,75.11,225.33,Pyjamas,Accessories,Leathers,Cotton,Truro,5.4219055,131.352652
20230804,34,202,3,12.44,37.32,Pants,Sports,Tops,Cotton,Winchester,-58.001639,-95.449796
20231007,16,280,6,77.04,462.24,Pants,Sports,Tops,Fabrics,Winchester,-81.632691,74.819974
20230626,1,303,3,96.71,290.13,Formal Shirts,Accessories,Tops,Cotton,Wakefield,-84.8753075,-31.918904
20230718,39,215,10,59.7,597.0,Jeans,Sports,Shoes,Cotton,Winchester,-8.1075895,105.891905
20231030,84,333,7,87.55,612.85,Pants,Accessories,Leathers,Wool,York,-62.1640865,124.321225
20230824,52,317,3,10.23,30.69,Jeans,Accessories,Trousers,Fabrics,Truro,35.7675085,-61.835532
20240227,69,229,9,60.05,540.45,Jeans,Accessories,Shoes,Wool,Worcester,-8.7604635,-97.546475
20230928,76,360,7,51.59,361.13,Pyjamas,Menswear,Shoes,Cashmere,Wakefield,19.036815,-41.109809
20230918,99,357,5,55.13,275.65,GolfShoes,Womenswear,Trousers,Wool,York,-38.702234,-128.148569
20231119,41,331,9,95.46,859.14,Shorts,Sports,Leathers,Leather,Winchester,-24.360785,175.324106
20240222,54,231,5,55.66,278.3,Knitwear,Accessories,Leathers,Wool,Wakefield,42.0544125,-71.025718
20231210,73,317,6,82.5,495.0,Belts,Womenswear,Leathers,Polyester,York,-79.1227845,-130.243218
20240520,7,397,6,84.38,506.28,Suits,Accessories,Leathers,Cotton,Truro,3.9089315,-141.040281
20240216,14,369,3,37.02,111.06,Cycling Jerseys,Womenswear,Trousers,Leather,Worcester,61.3289915,-79.855550
20240524,6,373,9,27.38,246.42,Jeans,Womenswear,Leathers,Leather,Wakefield,-6.255105,50.011097
20230815,90,200,8,66.63,533.04,Jeans,Sports,Trousers,Leather,Worcester,-76.8799315,121.731505
20240117,72,316,5,92.78,463.9,Formal Shirts,Sports,Leathers,Fabrics,York,26.147837,-123.050189
20240305,4,375,7,64.52,451.64,Underwear,Womenswear,Trousers,Cashmere,Worcester,-21.198001,138.812958
20231230,16,342,2,34.4,68.8,Formal Shirts,Accessories,Shoes,Polyester,Wakefield,-65.038849,-47.069938
20240220,38,344,5,24.09,120.45,Dress,Accessories,Trousers,Polyester,York,-70.103738,-159.987798
20231001,98,241,7,53.84,376.88,Polo Shirts,Accessories,Shoes,Fabrics,Wakefield,34.576545,49.585707
20240102,81,261,6,12.77,76.62,Formal Shirts,Menswear,Trousers,Cashmere,Truro,-1.0026815,-0.326847
20240529,51,282,6,63.5,381.0,Formal Shirts,Womenswear,Trousers,Wool,Winchester,33.062454,54.275281
20231116,14,280,5,93.88,469.4,Knitwear,Womenswear,Shoes,Cotton,Truro,14.4079965,-76.128883
20240330,99,286,5,10.71,53.55,Pyjamas,Menswear,Leathers,Polyester,Wells,-10.0349805,19.746046
20231011,15,296,1,80.74,80.74,Pants,Sports,Leathers,Cotton,Worcester,-67.7096605,-16.890767
20230820,39,305,6,93.27,559.62,Coats,Accessories,Shoes,Polyester,Wells,-24.3069215,1.812660
20231020,18,294,7,96.69,676.83,Knitwear,Accessories,Tops,Cashmere,Wells,-42.2271875,134.654436
20240509,14,264,9,36.98,332.82,Pants,Womenswear,Leathers,Fabrics,Worcester,25.878434,150.329587
20231011,34,323,4,30.28,121.12,Jeans,Accessories,Tops,Cotton,York,36.4714235,130.366257
20240126,63,315,7,88.52,619.64,Knitwear,Sports,Tops,Leather,Truro,-57.4040155,-173.330907
20240122,41,357,3,61.33,183.99,Jeans,Accessories,Shoes,Polyester,York,60.1308775,90.726707
20230629,10,264,4,56.39,225.56,Jeans,Womenswear,Trousers,Leather,Worcester,-84.2146395,-5.391730
20231116,91,232,3,55.21,165.63,Knitwear,Sports,Trousers,Cotton,Winchester,82.554907,9.966204
20240229,72,323,6,54.56,327.36,Pyjamas,Menswear,Trousers,Cashmere,Truro,-43.2112825,17.285634
20240417,35,399,5,18.55,92.75,Pants,Womenswear,Trousers,Wool,Truro,-16.4327365,-173.932987
20240608,23,292,4,86.57,346.28,Formal Shirts,Menswear,Trousers,Fabrics,Truro,-61.5153965,145.375293
20240415,91,252,7,14.75,103.25,Casual Shirts,Menswear,Trousers,Leather,Winchester,15.745598,-109.850270
20231227,57,246,1,85.86,85.86,Knitwear,Womenswear,Trousers,Fabrics,Truro,37.3558695,-11.726855
20240113,16,292,8,94.44,755.52,Belts,Sports,Tops,Fabrics,York,-34.1134065,-11.064926
20231022,83,400,9,97.4,876.6,Knitwear,Accessories,Trousers,Cashmere,Wakefield,47.148217,-72.169632
20231021,48,286,6,45.73,274.38,Knitwear,Sports,Leathers,Cashmere,Worcester,-49.725539,47.671276
20231225,71,353,1,78.76,78.76,Ties,Menswear,Shoes,Cashmere,Wells,-71.847657,26.784299
20230919,39,212,9,37.35,336.15,Dress,Accessories,Trousers,Fabrics,Truro,-61.156991,6.939713
20230910,18,395,2,14.87,29.74,Formal Shirts,Accessories,Trousers,Wool,Winchester,-62.9176125,177.660754
20240313,100,205,6,11.4,68.4,Knitwear,Menswear,Tops,Polyester,Worcester,52.612064,-122.766067
20231003,20,216,3,32.38,97.14,Formal Shirts,Womenswear,Tops,Wool,Truro,59.364651,176.375229
20231005,38,265,1,17.13,17.13,Formal Shirts,Menswear,Tops,Polyester,Wakefield,19.431623,84.041610
20231003,59,308,10,90.68,906.8,Tshirts,Womenswear,Trousers,Polyester,Wakefield,32.8222355,15.483916
20240314,31,225,1,18.23,18.23,Shorts,Sports,Shoes,Wool,Wells,0.2759865,3.265922
20231024,82,200,2,80.75,161.5,Casual Shirts,Womenswear,Trousers,Fabrics,Wakefield,-22.5903435,25.539098
20231013,9,384,4,89.72,358.88,Knitwear,Womenswear,Shoes,Leather,Worcester,82.896695,28.632864
20231009,33,331,3,93.1,279.3,Knitwear,Menswear,Tops,Cashmere,Wells,15.011656,-105.515497
20230710,82,329,3,28.71,86.13,Suits,Womenswear,Tops,Polyester,Winchester,-60.2571245,80.755088
20240402,71,387,1,98.23,98.23,Dress,Sports,Leathers,Leather,Worcester,1.582692,133.948785
20231218,90,239,1,27.07,27.07,Tshirts,Menswear,Tops,Polyester,Worcester,23.303232,-132.663413
20240125,82,213,2,54.41,108.82,Knitwear,Menswear,Leathers,Fabrics,Truro,38.192906,107.856500
20240218,85,282,6,41.62,249.72,Formal Shirts,Accessories,Tops,Wool,Winchester,1.2175795,-158.870798
20240318,100,266,9,12.63,113.67,Knitwear,Womenswear,Leathers,Polyester,York,77.6886585,-135.868638
20240415,92,400,8,58.78,470.24,Knitwear,Accessories,Leathers,Polyester,Wakefield,-10.569751,92.416092
20231019,98,372,5,34.93,174.65,Suits,Menswear,Trousers,Fabrics,York,-50.2300435,-59.558368
20230905,4,292,5,84.21,421.05,Formal Shirts,Accessories,Tops,Cotton,Wakefield,-1.391434,14.537512
20230828,20,297,9,88.5,796.5,Cycling Jerseys,Womenswear,Shoes,Wool,Truro,8.3582745,132.830533
20240521,11,369,3,21.49,64.47,Knitwear,Sports,Leathers,Fabrics,Truro,-66.4392345,-16.741939
20240122,90,280,2,19.96,39.92,Suits,Womenswear,Tops,Fabrics,York,4.712461,150.914472
20231118,64,247,6,67.6,405.6,Knitwear,Menswear,Leathers,Leather,Winchester,65.1918565,160.320465
20230724,8,264,6,56.18,337.08,Casual Shirts,Sports,Shoes,Wool,Truro,-6.8671255,-117.056265
20240225,12,290,8,52.19,417.52,Ties,Womenswear,Shoes,Leather,Truro,25.163830,35.063649
20240405,20,356,8,54.29,434.32,Underwear,Sports,Tops,Polyester,Truro,21.6247195,-27.994993
20240529,65,378,4,21.69,86.76,Shorts,Menswear,Trousers,Polyester,Truro,-14.9101875,-65.926633
20240116,3,339,10,89.97,899.7,Knitwear,Sports,Leathers,Cashmere,Wakefield,-70.178408,-33.228700
20240507,52,284,3,83.78,251.34,Knitwear,Womenswear,Leathers,Polyester,York,-55.330471,67.212264
20231007,90,354,8,65.07,520.56,Formal Shirts,Accessories,Leathers,Polyester,Wells,-0.874346,-45.689024
20230624,26,307,3,50.11,150.33,Formal Shirts,Womenswear,Trousers,Leather,Wells,87.232840,135.874858
20230812,16,204,4,40.95,163.8,Underwear,Menswear,Trousers,Fabrics,Wells,-78.2132525,177.918095
20231107,60,280,7,95.57,668.99,Sweats,Womenswear,Tops,Polyester,Worcester,-43.280417,-132.481836
20240115,58,285,9,41.02,369.18,Sweats,Accessories,Trousers,Cashmere,Wakefield,-46.703328,148.356114
20240202,63,289,9,91.89,827.01,Formal Shirts,Sports,Tops,Leather,Truro,6.2810775,66.074348
20240123,50,239,4,50.74,202.96,Polo Shirts,Sports,Trousers,Wool,York,22.2982805,119.640707
20240518,87,298,8,57.76,462.08,Coats,Menswear,Trousers,Polyester,Wakefield,46.679997,-20.412789
20240123,1,250,6,34.73,208.38,Shorts,Womenswear,Tops,Wool,Winchester,25.995430,149.555870
20231103,11,325,4,88.37,353.48,Polo Shirts,Menswear,Trousers,Fabrics,Worcester,33.447238,-76.659447
20240412,43,357,7,68.31,478.17,Underwear,Accessories,Leathers,Cashmere,Wells,-22.6661105,36.894899
20240426,16,238,5,36.67,183.35,Polo Shirts,Sports,Leathers,Leather,Wells,11.733666,41.719869
20240119,64,366,4,32.65,130.6,Shorts,Sports,Leathers,Cashmere,Wakefield,-48.273467,128.920913
20230924,93,299,3,88.88,266.64,Casual Shirts,Sports,Trousers,Wool,Wells,51.504895,-165.163909
20230914,32,350,2,99.67,199.34,GolfShoes,Womenswear,Shoes,Cashmere,Worcester,48.6531455,135.007886
20231127,55,266,6,54.15,324.9,Formal Shirts,Menswear,Leathers,Cotton,Wells,-80.334206,23.881437
20230617,91,352,8,80.13,641.04,Ties,Sports,Shoes,Cotton,Worcester,55.788185,-67.203083
20230918,89,392,5,34.1,170.5,GolfShoes,Womenswear,Shoes,Wool,Wells,-77.997522,3.073367
20230808,51,277,1,46.38,46.38,Formal Shirts,Sports,Tops,Polyester,Winchester,-23.208281,45.887831
20230826,94,200,6,72.78,436.68,Suits,Sports,Leathers,Cotton,Winchester,63.589317,-108.002091
20231117,1,388,2,36.72,73.44,Ties,Sports,Shoes,Polyester,Wakefield,-15.623824,-83.533886
20240526,78,239,6,53.29,319.74,Ties,Accessories,Tops,Polyester,Wells,-29.016939,-72.574354
20230907,7,356,4,42.17,168.68,Jeans,Sports,Trousers,Cotton,Winchester,-66.133993,-159.108312
20231217,79,306,3,57.28,171.84,Formal Shirts,Menswear,Tops,Fabrics,Truro,-71.1799425,-55.897631
20240303,89,320,6,72.37,434.22,Tshirts,Menswear,Shoes,Polyester,Wells,-27.904203,-168.510349
20240123,88,397,9,81.84,736.56,Formal Shirts,Menswear,Tops,Cashmere,Truro,-64.9483985,156.900163
20240406,93,316,2,92.41,184.82,Knitwear,Menswear,Shoes,Cotton,Wakefield,60.7841735,111.948231
20230625,5,246,2,26.23,52.46,Formal Shirts,Sports,Tops,Wool,Wakefield,9.5441335,168.474758
20240225,12,335,5,66.45,332.25,Pyjamas,Menswear,Leathers,Wool,Worcester,-1.5487705,-0.106084
20240109,91,346,2,70.11,140.22,Pants,Accessories,Trousers,Fabrics,York,-78.341975,114.481678
20230816,39,207,10,70.82,708.2,Shorts,Womenswear,Shoes,Fabrics,Worcester,53.340377,-126.381807
20240121,94,350,6,95.0,570.0,Knitwear,Menswear,Tops,Polyester,Winchester,48.2478115,-149.009484
